link	run_acc_sra	sampid_assigned_for_bioinf	pop	identifiers_biosamp	infraspecies_biosamp	read_type_sra	total_number_reads_sra	total_reads_written_to_final_fastq
PRJNA473221_Bombus-vosnesenskii	SRR7222580	JDL214-OR09-2012--Bv	dummy	null	null	SINGLE	848831	848831
PRJNA473221_Bombus-vosnesenskii	SRR7222581	JDL213-OR09-2012--Bv	dummy	null	null	SINGLE	973347	973347
PRJNA473221_Bombus-vosnesenskii	SRR7222582	JDL205-OR08-2012--Bv	dummy	null	null	SINGLE	1435229	1435229
PRJNA473221_Bombus-vosnesenskii	SRR7222583	JDL204-OR08-2012--Bv	dummy	null	null	SINGLE	1842560	1842560
PRJNA473221_Bombus-vosnesenskii	SRR7222584	JDL203-OR08-2012--Bv	dummy	null	null	SINGLE	1176410	1176410
PRJNA473221_Bombus-vosnesenskii	SRR7222585	JDL202-OR08-2012--Bv	dummy	null	null	SINGLE	936902	936902
PRJNA473221_Bombus-vosnesenskii	SRR7222586	JDL980-CA03-2015-S-Bv	dummy	null	null	SINGLE	1148505	1148505
PRJNA473221_Bombus-vosnesenskii	SRR7222587	JDL1112-CA10-2015-S-Bv	dummy	null	null	SINGLE	2114315	2114315
PRJNA473221_Bombus-vosnesenskii	SRR7222588	JDL805-WA04-2014--Bv	dummy	null	null	SINGLE	1449762	1449762
PRJNA473221_Bombus-vosnesenskii	SRR7222590	JDL2883-WA07-2016--Bv	dummy	null	null	SINGLE	1189370	1189370
PRJNA473221_Bombus-vosnesenskii	SRR7222591	JDL1156-CA12-2015--Bv	dummy	null	null	SINGLE	1843188	1843188
PRJNA473221_Bombus-vosnesenskii	SRR7222592	JDL1153-CA12-2015--Bv	dummy	null	null	SINGLE	1991869	1991869
PRJNA473221_Bombus-vosnesenskii	SRR7222593	JDL798-WA04-2014--Bv	dummy	null	null	SINGLE	915360	915360
PRJNA473221_Bombus-vosnesenskii	SRR7222594	JDL797-WA03-2014--Bv	dummy	null	null	SINGLE	1326960	1326960
PRJNA473221_Bombus-vosnesenskii	SRR7222604	JDL792-WA03-2014--Bv	dummy	null	null	SINGLE	1121168	1121168
PRJNA473221_Bombus-vosnesenskii	SRR7222607	JDL1214-CA13-2015--Bv	dummy	null	null	SINGLE	2103591	2103591
PRJNA473221_Bombus-vosnesenskii	SRR7222608	JDL641-CA12-2013--Bv	dummy	null	null	SINGLE	1705417	1705417
PRJNA473221_Bombus-vosnesenskii	SRR7222609	JDL639-CA12-2013--Bv	dummy	null	null	SINGLE	1362530	1362530
PRJNA473221_Bombus-vosnesenskii	SRR7222610	JDL634-CA12-2013--Bv	dummy	null	null	SINGLE	1217051	1217051
PRJNA473221_Bombus-vosnesenskii	SRR7222611	JDL633-CA12-2013--Bv	dummy	null	null	SINGLE	1411592	1411592
PRJNA473221_Bombus-vosnesenskii	SRR7222612	JDL631-CA12-2013--Bv	dummy	null	null	SINGLE	1372144	1372144
PRJNA473221_Bombus-vosnesenskii	SRR7222613	JDL630-CA11-2013--Bv	dummy	null	null	SINGLE	1325787	1325787
PRJNA473221_Bombus-vosnesenskii	SRR7222614	JDL638-CA12-2013--Bv	dummy	null	null	SINGLE	1558943	1558943
PRJNA473221_Bombus-vosnesenskii	SRR7222615	JDL637-CA12-2013--Bv	dummy	null	null	SINGLE	1503965	1503965
PRJNA473221_Bombus-vosnesenskii	SRR7222616	JDL636-CA12-2013--Bv	dummy	null	null	SINGLE	1000065	1000065
PRJNA473221_Bombus-vosnesenskii	SRR7222617	JDL635-CA12-2013--Bv	dummy	null	null	SINGLE	1764879	1764879
PRJNA473221_Bombus-vosnesenskii	SRR7222628	JDL2881-WA07-2016--Bv	dummy	null	null	SINGLE	1246207	1246207
PRJNA473221_Bombus-vosnesenskii	SRR7222629	JDL280-CA01-2012--Bv	dummy	null	null	SINGLE	1424747	1424747
PRJNA473221_Bombus-vosnesenskii	SRR7222630	JDL978-CA03-2015-S-Bv	dummy	null	null	SINGLE	1550653	1550653
PRJNA473221_Bombus-vosnesenskii	SRR7222631	JDL979-CA03-2015-S-Bv	dummy	null	null	SINGLE	1755252	1755252
PRJNA473221_Bombus-vosnesenskii	SRR7222632	JDL281-CA01-2012--Bv	dummy	null	null	SINGLE	877434	877434
PRJNA473221_Bombus-vosnesenskii	SRR7222633	JDL981-CA03-2015-S-Bv	dummy	null	null	SINGLE	1399071	1399071
PRJNA473221_Bombus-vosnesenskii	SRR7222634	JDL951-CA02-2015-S-Bv	dummy	null	null	SINGLE	1081574	1081574
PRJNA473221_Bombus-vosnesenskii	SRR7222635	JDL953-CA02-2015-S-Bv	dummy	null	null	SINGLE	1403841	1403841
PRJNA473221_Bombus-vosnesenskii	SRR7222636	JDL975-CA03-2015-S-Bv	dummy	null	null	SINGLE	1466928	1466928
PRJNA473221_Bombus-vosnesenskii	SRR7222637	JDL977-CA03-2015-S-Bv	dummy	null	null	SINGLE	1303601	1303601
PRJNA473221_Bombus-vosnesenskii	SRR7222638	JDL1001-CA04-2015-S-Bv	dummy	null	null	SINGLE	1910364	1910364
PRJNA473221_Bombus-vosnesenskii	SRR7222639	JDL1006-CA04-2015-S-Bv	dummy	null	null	SINGLE	1839405	1839405
PRJNA473221_Bombus-vosnesenskii	SRR7222640	JDL1135-CA11-2015--Bv	dummy	null	null	SINGLE	2068433	2068433
PRJNA473221_Bombus-vosnesenskii	SRR7222641	JDL1121-CA10-2015--Bv	dummy	null	null	SINGLE	1338679	1338679
PRJNA473221_Bombus-vosnesenskii	SRR7222642	JDL1120-CA10-2015--Bv	dummy	null	null	SINGLE	1826960	1826960
PRJNA473221_Bombus-vosnesenskii	SRR7222643	JDL1118-CA10-2015--Bv	dummy	null	null	SINGLE	1591824	1591824
PRJNA473221_Bombus-vosnesenskii	SRR7222644	JDL1117-CA10-2015--Bv	dummy	null	null	SINGLE	1446550	1446550
PRJNA473221_Bombus-vosnesenskii	SRR7222645	JDL1056-CA06-2015--Bv	dummy	null	null	SINGLE	1148769	1148769
PRJNA473221_Bombus-vosnesenskii	SRR7222646	JDL829-OR07-2014--Bv	dummy	null	null	SINGLE	3119214	3119214
PRJNA473221_Bombus-vosnesenskii	SRR7222647	JDL831-OR07-2014--Bv	dummy	null	null	SINGLE	4003821	4003821
PRJNA473221_Bombus-vosnesenskii	SRR7222648	JDL827-OR07-2014--Bv	dummy	null	null	SINGLE	2024779	2024779
PRJNA473221_Bombus-vosnesenskii	SRR7222649	JDL828-OR07-2014--Bv	dummy	null	null	SINGLE	1867616	1867616
PRJNA473221_Bombus-vosnesenskii	SRR7222650	JDL824-OR07-2014--Bv	dummy	null	null	SINGLE	1043749	1043749
PRJNA473221_Bombus-vosnesenskii	SRR7222651	JDL826-OR07-2014--Bv	dummy	null	null	SINGLE	2095692	2095692
PRJNA473221_Bombus-vosnesenskii	SRR7222652	JDL817-OR07-2014--Bv	dummy	null	null	SINGLE	1701474	1701474
PRJNA473221_Bombus-vosnesenskii	SRR7222653	JDL819-OR07-2014--Bv	dummy	null	null	SINGLE	1364967	1364967
PRJNA473221_Bombus-vosnesenskii	SRR7222654	JDL806-WA04-2014--Bv	dummy	null	null	SINGLE	1569030	1569030
PRJNA473221_Bombus-vosnesenskii	SRR7222655	JDL807-WA03-2014--Bv	dummy	null	null	SINGLE	1295036	1295036
PRJNA473221_Bombus-vosnesenskii	SRR7222658	JDL283-CA01-2012--Bv	dummy	null	null	SINGLE	1247151	1247151
PRJNA473221_Bombus-vosnesenskii	SRR7222667	JDL469-CA02-2013--Bv	dummy	null	null	SINGLE	1086289	1086289
PRJNA473221_Bombus-vosnesenskii	SRR7222668	JDL1202-CA13-2015-S-Bv	dummy	null	null	SINGLE	1435003	1435003
PRJNA473221_Bombus-vosnesenskii	SRR7222669	JDL1205-CA13-2015-S-Bv	dummy	null	null	SINGLE	1600671	1600671
PRJNA473221_Bombus-vosnesenskii	SRR7222670	JDL1204-CA13-2015-S-Bv	dummy	null	null	SINGLE	1343738	1343738
PRJNA473221_Bombus-vosnesenskii	SRR7222671	JDL1207-CA13-2015-S-Bv	dummy	null	null	SINGLE	1049463	1049463
PRJNA473221_Bombus-vosnesenskii	SRR7222672	JDL1206-CA13-2015-S-Bv	dummy	null	null	SINGLE	1191061	1191061
PRJNA473221_Bombus-vosnesenskii	SRR7222673	JDL470-CA02-2013--Bv	dummy	null	null	SINGLE	1787490	1787490
PRJNA473221_Bombus-vosnesenskii	SRR7222674	JDL1263-CA15-2015-S-Bv	dummy	null	null	SINGLE	1824025	1824025
PRJNA473221_Bombus-vosnesenskii	SRR7222675	JDL1266-CA15-2015-S-Bv	dummy	null	null	SINGLE	1298398	1298398
PRJNA473221_Bombus-vosnesenskii	SRR7222676	JDL1265-CA15-2015-S-Bv	dummy	null	null	SINGLE	1206298	1206298
PRJNA473221_Bombus-vosnesenskii	SRR7222677	JDL199-OR08-2012--Bv	dummy	null	null	SINGLE	1735925	1735925
PRJNA473221_Bombus-vosnesenskii	SRR7222678	JDL197-OR08-2012--Bv	dummy	null	null	SINGLE	1921089	1921089
PRJNA473221_Bombus-vosnesenskii	SRR7222679	JDL196-OR08-2012--Bv	dummy	null	null	SINGLE	1521117	1521117
PRJNA473221_Bombus-vosnesenskii	SRR7222680	JDL195-OR08-2012--Bv	dummy	null	null	SINGLE	2594217	2594217
PRJNA473221_Bombus-vosnesenskii	SRR7222681	JDL172-OR06-2012--Bv	dummy	null	null	SINGLE	2088092	2088092
PRJNA473221_Bombus-vosnesenskii	SRR7222682	JDL163-OR06-2012--Bv	dummy	null	null	SINGLE	1427284	1427284
PRJNA473221_Bombus-vosnesenskii	SRR7222683	JDL162-OR06-2012--Bv	dummy	null	null	SINGLE	1240982	1240982
PRJNA473221_Bombus-vosnesenskii	SRR7222684	JDL161-OR06-2012--Bv	dummy	null	null	SINGLE	1060845	1060845
PRJNA473221_Bombus-vosnesenskii	SRR7222685	JDL201-OR08-2012--Bv	dummy	null	null	SINGLE	2451537	2451537
PRJNA473221_Bombus-vosnesenskii	SRR7222686	JDL200-OR08-2012--Bv	dummy	null	null	SINGLE	2065037	2065037
PRJNA473221_Bombus-vosnesenskii	SRR7222687	JDL3155-OR05-2016--Bv	dummy	null	null	SINGLE	1849673	1849673
PRJNA473221_Bombus-vosnesenskii	SRR7222688	JDL3156-OR05-2016--Bv	dummy	null	null	SINGLE	1827120	1827120
PRJNA473221_Bombus-vosnesenskii	SRR7222689	JDL2949-OR01-2016--Bv	dummy	null	null	SINGLE	1717239	1717239
PRJNA473221_Bombus-vosnesenskii	SRR7222690	JDL2945-OR01-2016--Bv	dummy	null	null	SINGLE	1707631	1707631
PRJNA473221_Bombus-vosnesenskii	SRR7222691	JDL534-CA06-2013--Bv	dummy	null	null	SINGLE	2585831	2585831
PRJNA473221_Bombus-vosnesenskii	SRR7222692	JDL2866-WA06-2016--Bv	dummy	null	null	SINGLE	1619806	1619806
PRJNA473221_Bombus-vosnesenskii	SRR7222693	JDL2868-WA06-2016--Bv	dummy	null	null	SINGLE	1244081	1244081
PRJNA473221_Bombus-vosnesenskii	SRR7222694	JDL2869-WA06-2016--Bv	dummy	null	null	SINGLE	1969492	1969492
PRJNA473221_Bombus-vosnesenskii	SRR7222695	JDL2940-OR01-2016--Bv	dummy	null	null	SINGLE	1423992	1423992
PRJNA473221_Bombus-vosnesenskii	SRR7222696	JDL2939-OR01-2016--Bv	dummy	null	null	SINGLE	1276429	1276429
PRJNA473221_Bombus-vosnesenskii	SRR7222697	JDL535-CA06-2013--Bv	dummy	null	null	SINGLE	1888064	1888064
PRJNA473221_Bombus-vosnesenskii	SRR7222698	JDL2937-OR01-2016--Bv	dummy	null	null	SINGLE	1904561	1904561
PRJNA473221_Bombus-vosnesenskii	SRR7222699	JDL2944-OR01-2016--Bv	dummy	null	null	SINGLE	1391510	1391510
PRJNA473221_Bombus-vosnesenskii	SRR7222700	JDL2943-OR01-2016--Bv	dummy	null	null	SINGLE	1389096	1389096
PRJNA473221_Bombus-vosnesenskii	SRR7222701	JDL2942-OR01-2016--Bv	dummy	null	null	SINGLE	1560642	1560642
PRJNA473221_Bombus-vosnesenskii	SRR7222702	JDL2941-OR01-2016--Bv	dummy	null	null	SINGLE	1151747	1151747
PRJNA473221_Bombus-vosnesenskii	SRR7222703	JDL473-CA02-2013--Bv	dummy	null	null	SINGLE	1282312	1282312
PRJNA473221_Bombus-vosnesenskii	SRR7222704	JDL467-CA02-2013--Bv	dummy	null	null	SINGLE	899774	899774
PRJNA473221_Bombus-vosnesenskii	SRR7222705	JDL476-CA02-2013--Bv	dummy	null	null	SINGLE	1058151	1058151
PRJNA473221_Bombus-vosnesenskii	SRR7222706	JDL474-CA02-2013-C-Bv	dummy	null	null	SINGLE	1231520	1231520
PRJNA473221_Bombus-vosnesenskii	SRR7222707	JDL430-OR12-2012--Bv	dummy	null	null	SINGLE	1488028	1488028
PRJNA473221_Bombus-vosnesenskii	SRR7222708	JDL427-OR12-2012--Bv	dummy	null	null	SINGLE	1181639	1181639
PRJNA473221_Bombus-vosnesenskii	SRR7222709	JDL433-OR12-2012--Bv	dummy	null	null	SINGLE	1329318	1329318
PRJNA473221_Bombus-vosnesenskii	SRR7222710	JDL432-OR12-2012--Bv	dummy	null	null	SINGLE	913002	913002
PRJNA473221_Bombus-vosnesenskii	SRR7222711	JDL480-CA03-2013--Bv	dummy	null	null	SINGLE	1347051	1347051
PRJNA473221_Bombus-vosnesenskii	SRR7222712	JDL479-CA03-2013--Bv	dummy	null	null	SINGLE	1958246	1958246
PRJNA473221_Bombus-vosnesenskii	SRR7222713	JDL664-CA13-2013--Bv	dummy	null	null	SINGLE	1546826	1546826
PRJNA473221_Bombus-vosnesenskii	SRR7222721	JDL2885-WA07-2016--Bv	dummy	null	null	SINGLE	1160627	1160627
PRJNA473221_Bombus-vosnesenskii	SRR7222724	JDL2886-WA07-2016--Bv	dummy	null	null	SINGLE	1208462	1208462
PRJNA473221_Bombus-vosnesenskii	SRR7222743	JDL550-CA06-2013--Bv	dummy	null	null	SINGLE	2068886	2068886
PRJNA473221_Bombus-vosnesenskii	SRR7222744	JDL549-CA06-2013--Bv	dummy	null	null	SINGLE	2272235	2272235
PRJNA473221_Bombus-vosnesenskii	SRR7222745	JDL546-CA06-2013--Bv	dummy	null	null	SINGLE	1607663	1607663
PRJNA473221_Bombus-vosnesenskii	SRR7222746	JDL544-CA06-2013--Bv	dummy	null	null	SINGLE	2049894	2049894
PRJNA473221_Bombus-vosnesenskii	SRR7222749	JDL537-CA06-2013--Bv	dummy	null	null	SINGLE	2324568	2324568
PRJNA473221_Bombus-vosnesenskii	SRR7222750	JDL536-CA06-2013--Bv	dummy	null	null	SINGLE	2757401	2757401
PRJNA473221_Bombus-vosnesenskii	SRR7222751	JDL490-CA03-2013--Bv	dummy	null	null	SINGLE	1200703	1200703
PRJNA473221_Bombus-vosnesenskii	SRR7222752	JDL554-CA07-2013--Bv	dummy	null	null	SINGLE	1447597	1447597
PRJNA473221_Bombus-vosnesenskii	SRR7222753	JDL488-CA03-2013--Bv	dummy	null	null	SINGLE	1666700	1666700
PRJNA473221_Bombus-vosnesenskii	SRR7222754	JDL489-CA03-2013--Bv	dummy	null	null	SINGLE	1549394	1549394
PRJNA473221_Bombus-vosnesenskii	SRR7222755	JDL486-CA03-2013--Bv	dummy	null	null	SINGLE	1608762	1608762
PRJNA473221_Bombus-vosnesenskii	SRR7222756	JDL487-CA03-2013--Bv	dummy	null	null	SINGLE	1640445	1640445
PRJNA473221_Bombus-vosnesenskii	SRR7222757	JDL484-CA03-2013--Bv	dummy	null	null	SINGLE	1454684	1454684
PRJNA473221_Bombus-vosnesenskii	SRR7222758	JDL485-CA03-2013--Bv	dummy	null	null	SINGLE	1537624	1537624
PRJNA473221_Bombus-vosnesenskii	SRR7222759	JDL2895-WA07-2016--Bv	dummy	null	null	SINGLE	1833042	1833042
PRJNA473221_Bombus-vosnesenskii	SRR7222760	JDL2896-WA07-2016--Bv	dummy	null	null	SINGLE	1530326	1530326
PRJNA473221_Bombus-vosnesenskii	SRR7222761	JDL555-CA07-2013--Bv	dummy	null	null	SINGLE	1585073	1585073
PRJNA473221_Bombus-vosnesenskii	SRR7222762	JDL556-CA07-2013--Bv	dummy	null	null	SINGLE	1022356	1022356
PRJNA473221_Bombus-vosnesenskii	SRR7222763	JDL842b-OR08-2014--Bv	dummy	null	null	SINGLE	1566699	1566699
PRJNA473221_Bombus-vosnesenskii	SRR7222764	JDL1885-CA29-2015--Bv	dummy	null	null	SINGLE	1828920	1828920
PRJNA473221_Bombus-vosnesenskii	SRR7222765	JDL2873-WA06-2016--Bv	dummy	null	null	SINGLE	1798721	1798721
PRJNA473221_Bombus-vosnesenskii	SRR7222766	JDL1884-CA29-2015--Bv	dummy	null	null	SINGLE	1722123	1722123
PRJNA473221_Bombus-vosnesenskii	SRR7222767	JDL1155-CA12-2015--Bv	dummy	null	null	SINGLE	1034412	1034412
PRJNA473221_Bombus-vosnesenskii	SRR7222768	JDL2938-OR01-2016--Bv	dummy	null	null	SINGLE	1106793	1106793
PRJNA473221_Bombus-vosnesenskii	SRR7222769	JDL840-OR08-2014--Bv	dummy	null	null	SINGLE	1802271	1802271
PRJNA473221_Bombus-vosnesenskii	SRR7222770	JDL2956-OR02-2016--Bv	dummy	null	null	SINGLE	1708143	1708143
PRJNA473221_Bombus-vosnesenskii	SRR7222771	JDL275-CA01-2012--Bv	dummy	null	null	SINGLE	902761	902761
PRJNA473221_Bombus-vosnesenskii	SRR7222772	JDL276-CA01-2012--Bv	dummy	null	null	SINGLE	1712019	1712019
PRJNA473221_Bombus-vosnesenskii	SRR7222773	JDL272-CA01-2012--Bv	dummy	null	null	SINGLE	1342898	1342898
PRJNA473221_Bombus-vosnesenskii	SRR7222774	JDL274-CA01-2012--Bv	dummy	null	null	SINGLE	1143351	1143351
PRJNA473221_Bombus-vosnesenskii	SRR7222777	JDL277-CA01-2012--Bv	dummy	null	null	SINGLE	1062686	1062686
PRJNA473221_Bombus-vosnesenskii	SRR7222778	JDL278-CA01-2012--Bv	dummy	null	null	SINGLE	1215587	1215587
PRJNA473221_Bombus-vosnesenskii	SRR7222787	JDL2897-WA07-2016--Bv	dummy	null	null	SINGLE	1892883	1892883
PRJNA473221_Bombus-vosnesenskii	SRR7222788	JDL2955-OR02-2016--Bv	dummy	null	null	SINGLE	1723943	1723943
PRJNA473221_Bombus-vosnesenskii	SRR7222799	JDL566-CA08-2013--Bv	dummy	null	null	SINGLE	1589712	1589712
PRJNA473221_Bombus-vosnesenskii	SRR7222802	JDL2871-WA06-2016--Bv	dummy	null	null	SINGLE	1857705	1857705
PRJNA473221_Bombus-vosnesenskii	SRR7222803	JDL425-OR12-2012--Bv	dummy	null	null	SINGLE	1793446	1793446
PRJNA473221_Bombus-vosnesenskii	SRR7222804	JDL426-OR12-2012--Bv	dummy	null	null	SINGLE	900306	900306
PRJNA473221_Bombus-vosnesenskii	SRR7222805	JDL1171-OR01-2015--Bv	dummy	null	null	SINGLE	1429790	1429790
PRJNA473221_Bombus-vosnesenskii	SRR7222806	JDL1161-CA12-2015--Bv	dummy	null	null	SINGLE	1288860	1288860
PRJNA473221_Bombus-vosnesenskii	SRR7222807	JDL1183-OR02-2015--Bv	dummy	null	null	SINGLE	1374169	1374169
PRJNA473221_Bombus-vosnesenskii	SRR7222808	JDL1181-OR02-2015--Bv	dummy	null	null	SINGLE	1254080	1254080
PRJNA473221_Bombus-vosnesenskii	SRR7222809	JDL1186-OR02-2015--Bv	dummy	null	null	SINGLE	1052452	1052452
PRJNA473221_Bombus-vosnesenskii	SRR7222810	JDL1185-OR02-2015--Bv	dummy	null	null	SINGLE	915262	915262
PRJNA473221_Bombus-vosnesenskii	SRR7222811	JDL417-OR12-2012--Bv	dummy	null	null	SINGLE	1574352	1574352
PRJNA473221_Bombus-vosnesenskii	SRR7222812	JDL418-OR12-2012--Bv	dummy	null	null	SINGLE	1713683	1713683
PRJNA473221_Bombus-vosnesenskii	SRR7222813	JDL419-OR12-2012--Bv	dummy	null	null	SINGLE	1303369	1303369
PRJNA473221_Bombus-vosnesenskii	SRR7222814	JDL420-OR12-2012--Bv	dummy	null	null	SINGLE	1549067	1549067
PRJNA473221_Bombus-vosnesenskii	SRR7222815	JDL421-OR12-2012--Bv	dummy	null	null	SINGLE	1193713	1193713
PRJNA473221_Bombus-vosnesenskii	SRR7222816	JDL422-OR12-2012--Bv	dummy	null	null	SINGLE	1379728	1379728
PRJNA473221_Bombus-vosnesenskii	SRR7222817	JDL423-OR12-2012--Bv	dummy	null	null	SINGLE	1659716	1659716
PRJNA473221_Bombus-vosnesenskii	SRR7222818	JDL424-OR12-2012--Bv	dummy	null	null	SINGLE	1876430	1876430
PRJNA473221_Bombus-vosnesenskii	SRR7222829	JDL2951-OR01-2016--Bv	dummy	null	null	SINGLE	1781505	1781505
PRJNA473221_Bombus-vosnesenskii	SRR7222830	JDL1019-CA04-2015--Bv	dummy	null	null	SINGLE	1856176	1856176
PRJNA473221_Bombus-vosnesenskii	SRR7222831	JDL3141-OR04-2016--Bv	dummy	null	null	SINGLE	1185428	1185428
PRJNA473221_Bombus-vosnesenskii	SRR7222832	JDL3142-OR04-2016--Bv	dummy	null	null	SINGLE	1877643	1877643
PRJNA473221_Bombus-vosnesenskii	SRR7222833	JDL3133-OR04-2016--Bv	dummy	null	null	SINGLE	1522940	1522940
PRJNA473221_Bombus-vosnesenskii	SRR7222834	JDL3135-OR04-2016--Bv	dummy	null	null	SINGLE	1952604	1952604
PRJNA473221_Bombus-vosnesenskii	SRR7222835	JDL3131-OR04-2016--Bv	dummy	null	null	SINGLE	1889219	1889219
PRJNA473221_Bombus-vosnesenskii	SRR7222836	JDL3132-OR04-2016--Bv	dummy	null	null	SINGLE	1642783	1642783
PRJNA473221_Bombus-vosnesenskii	SRR7222837	JDL3138-OR04-2016--Bv	dummy	null	null	SINGLE	1581117	1581117
PRJNA473221_Bombus-vosnesenskii	SRR7222838	JDL3140-OR04-2016--Bv	dummy	null	null	SINGLE	1124874	1124874
PRJNA473221_Bombus-vosnesenskii	SRR7222839	JDL3136-OR04-2016--Bv	dummy	null	null	SINGLE	1982862	1982862
PRJNA473221_Bombus-vosnesenskii	SRR7222840	JDL3137-OR04-2016--Bv	dummy	null	null	SINGLE	1473258	1473258
PRJNA473221_Bombus-vosnesenskii	SRR7222841	JDL833-OR07-2014--Bv	dummy	null	null	SINGLE	3269873	3269873
PRJNA473221_Bombus-vosnesenskii	SRR7222842	JDL832-OR07-2014--Bv	dummy	null	null	SINGLE	1265655	1265655
PRJNA473221_Bombus-vosnesenskii	SRR7222844	JDL640-CA12-2013--Bv	dummy	null	null	SINGLE	1229993	1229993
PRJNA473221_Bombus-vosnesenskii	SRR7222845	JDL647-CA12-2013--Bv	dummy	null	null	SINGLE	1785841	1785841
PRJNA473221_Bombus-vosnesenskii	SRR7222847	JDL649-CA12-2013--Bv	dummy	null	null	SINGLE	1611921	1611921
PRJNA473221_Bombus-vosnesenskii	SRR7222848	JDL585-CA09-2013--Bv	dummy	null	null	SINGLE	2982845	2982845
PRJNA473221_Bombus-vosnesenskii	SRR7222849	JDL586-CA09-2013--Bv	dummy	null	null	SINGLE	2114160	2114160
PRJNA473221_Bombus-vosnesenskii	SRR7222850	JDL605-CA10-2013--Bv	dummy	null	null	SINGLE	1982732	1982732
PRJNA473221_Bombus-vosnesenskii	SRR7222851	JDL617-CA10-2013--Bv	dummy	null	null	SINGLE	1517512	1517512
PRJNA473221_Bombus-vosnesenskii	SRR7222852	JDL1159-CA12-2015--Bv	dummy	null	null	SINGLE	1674340	1674340
PRJNA473221_Bombus-vosnesenskii	SRR7222853	JDL666-CA13-2013--Bv	dummy	null	null	SINGLE	1556212	1556212
PRJNA473221_Bombus-vosnesenskii	SRR7222854	JDL737-OR03-2014--Bv	dummy	null	null	SINGLE	1344686	1344686
